event_id,row_id,pre_event_status,post_event_status,retry_pre,retry_post,retry_reason,original_error_category
FIRMS_TN_0439,439,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0440,440,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0441,441,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0442,442,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0443,443,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0444,444,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0445,445,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0446,446,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0447,447,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0448,448,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0449,449,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0453,453,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0455,455,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0457,457,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0458,458,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0459,459,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0460,460,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0461,461,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0464,464,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0465,465,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0466,466,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0467,467,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0468,468,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0469,469,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0470,470,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0471,471,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0472,472,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0473,473,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0474,474,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0475,475,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0476,476,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0477,477,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0478,478,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0479,479,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0480,480,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0481,481,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0482,482,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0483,483,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0484,484,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0485,485,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0486,486,PROCESSING_API_ERROR,MISSING_PRODUCT,True,False,Transient CDSE Processing API HTTP 401 token expiration on pre-event window; post-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0487,487,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0488,488,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0489,489,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0490,490,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0491,491,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0492,492,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0493,493,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0494,494,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0495,495,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0496,496,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0497,497,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0498,498,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0499,499,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0500,500,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0501,501,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0502,502,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0503,503,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0504,504,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0505,505,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0506,506,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0507,507,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0508,508,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0509,509,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0510,510,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0511,511,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0512,512,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0513,513,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0514,514,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0515,515,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0516,516,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0517,517,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0518,518,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0519,519,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0520,520,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0521,521,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0522,522,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
FIRMS_TN_0523,523,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0524,524,PROCESSING_API_ERROR,PROCESSING_API_ERROR,True,True,Transient CDSE Processing API HTTP 401 token expiration on both pre- and post-event observation windows,PROCESSING_API_ERROR
FIRMS_TN_0525,525,MISSING_PRODUCT,PROCESSING_API_ERROR,False,True,Transient CDSE Processing API HTTP 401 token expiration on post-event window; pre-event status is legitimate MISSING_PRODUCT,PROCESSING_API_ERROR
